StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,s1kn_hadto_1,s1kn_rating_1,s1kn_rating_2,s1kn_rating_3,s1ig_hadto_1,s1ig_rating_1,s1ig_rating_2,s1ig_rating_3,s2kn_hadto_1,s2kn_rating_1,s2kn_rating_2,s2kn_rating_3,s2ig_hadto_1,s2ig_rating_1,s2ig_rating_2,s2ig_rating_3,s3kn_hadto_1,s3kn_rating_1,s3kn_rating_2,s3kn_rating_3,s3ig_hadto_1,s3ig_rating_1,s3ig_rating_2,s3ig_rating_3,s4kn_hadto_1,s4kn_rating_1,s4kn_rating_2,s4kn_rating_3,s4ig_hadto_1,s4ig_rating_1,s4ig_rating_2,s4ig_rating_3,s5kn_hadto_1,s5kn_rating_1,s5kn_rating_2,s5kn_rating_3,s5ig_hadto_1,s5ig_rating_1,s5ig_rating_2,s5ig_rating_3,s6kn_hadto_1,s6kn_rating_1,s6kn_rating_2,s6kn_rating_3,s6ig_hadto_1,s6ig_rating_1,s6ig_rating_2,s6ig_rating_3,s7kn_hadto_1,s7kn_rating_1,s7kn_rating_2,s7kn_rating_3,s7ig_hadto_1,s7ig_rating_1,s7ig_rating_2,s7ig_rating_3,s8kn_hadto_1,s8kn_rating_1,s8kn_rating_2,s8kn_rating_3,s8ig_hadto_1,s8ig_rating_1,s8ig_rating_2,s8ig_rating_3,s9kn_hadto_1,s9kn_rating_1,s9kn_rating_2,s9kn_rating_3,s9ig_hadto_1,s9ig_rating_1,s9ig_rating_2,s9ig_rating_3,s10kn_hadto_1,s10kn_rating_1,s10kn_rating_2,s10kn_rating_3,s10ig_hadto_1,s10ig_rating_1,s10ig_rating_2,s10ig_rating_3,s11kn_hadto_1,s11kn_rating_1,s11kn_rating_2,s11kn_rating_3,s11ig_hadto_1,s11ig_rating_1,s11ig_rating_2,s11ig_rating_3,s12kn_hadto_1,s12kn_rating_1,s12kn_rating_2,s12kn_rating_3,s12ig_hadto_1,s12ig_rating_1,s12ig_rating_2,s12ig_rating_3,s13kn_hadto_1,s13kn_rating_1,s13kn_rating_2,s13kn_rating_3,s13ig_hadto_1,s13ig_rating_1,s13ig_rating_2,s13ig_rating_3,s14kn_hadto_1,s14kn_rating_1,s14kn_rating_2,s14kn_rating_3,s14ig_hadto_1,s14ig_rating_1,s14ig_rating_2,s14ig_rating_3,s15kn_hadto_1,s15kn_rating_1,s15kn_rating_2,s15kn_rating_3,s15ig_hadto_1,s15ig_rating_1,s15ig_rating_2,s15ig_rating_3,s16kn_hadto_1,s16kn_rating_1,s16kn_rating_2,s16kn_rating_3,s16ig_hadto_1,s16ig_rating_1,s16ig_rating_2,s16ig_rating_3,age ,age _1_TEXT,gender ,ethnicity ,ethnicity _10_TEXT,feedback ,S1A,S2A,S3A,S4A,S5A,S6A,S7A,S8A,S9A,S10A,S11A,S12A,S13A,S14A,S15A,S16A
12/23/24 16:55,12/23/24 17:00,IP Address,100,259,TRUE,12/23/24 17:00,,,,,anonymous,EN,,,,,,,,,0,9,0,7,,,,,,,,,12,18,69,17,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,,,,,,,,,25,32,8,11,,,,,,,,,27,20,12,11,,,,,,,,,,,,,,,,,0,5,16,0,,,,,,,,,,,,,12,25,10,9,,,,,37,48,35,34,My age in years is,38,Female,Asian,,,,steal the wallet of someone else,give her ticket to Ted,,,,steal whatever she has on her,,make loud noises,,kidnap Maria,,sell his wedding ring to earn the remaining amount,,just conclude that it's the restaurant owner's own fault,ask her boyfriend to postpone the dinner to next week
12/23/24 16:49,12/23/24 17:00,IP Address,100,635,TRUE,12/23/24 17:00,,,,,anonymous,EN,65,64,60,67,,,,,81,60,66,61,,,,,,,,,,,,,9,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,61,57,61,18,30,30,32,,,,,,,,,0,0,0,0,,,,,,,,,70,71,69,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,49,41,56,My age in years is,44,Male,Caucasian/White,,Interesting study ,try to convince a passing driver to trade cars,call the gym,,serve engine fuel to the passengers,,,,pour water on the car to cool it,pretend to be dead,get her arm stuck in solidarity,,break a window and climb into the house,,,,take the kids to the restaurant
12/23/24 16:41,12/23/24 17:00,IP Address,100,1099,TRUE,12/23/24 17:00,,,,,anonymous,EN,44,50,100,77,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,,,,,,,,,73,69,100,98,,,,,0,6,51,0,,,,,,,,,52,51,52,45,,,,,,,,,,,,,,,,,,,,,27,50,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,86,93,97,,,,,0,1,0,0,My age in years is,64,Female,Caucasian/White,,,call a taxi,,,throw disobedient passengers off the boat,,wave to the parents,take her to his house but no further,check that the doors are locked,,,try to buy Maria candy at a store nearby,,,,talk to witnesses,tie the kids up in their room and join the dinner
12/23/24 16:56,12/23/24 17:00,IP Address,100,254,TRUE,12/23/24 17:00,,,,,anonymous,EN,,,,,,,,,,,,,,,,,50,99,48,80,,,,,,,,,,,,,,,,,0,0,0,0,,,,,27,76,52,28,,,,,,,,,,,,,0,0,0,0,100,82,87,91,,,,,,,,,,,,,,,,,93,90,93,93,,,,,,,,,,,,,,,,,0,27,5,0,,,,,,,,,,,,,0,0,0,0,,,,,My age in years is,32,Male,Hispanic/Latinx,,,,,try to find the backstage entrance,,throw away all of the food,call the police,,light a fire under the car,call the park rangers,,call others for help,,,hold on to the original flight route,,ask her boyfriend to help her babysit
12/23/24 16:54,12/23/24 17:00,IP Address,100,337,TRUE,12/23/24 17:00,,,,,anonymous,EN,,,,,,,,,8,20,90,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,0,0,51,0,,,,,,,,,100,92,100,100,,,,,,,,,91,72,93,81,,,,,0,0,52,8,,,,,0,7,50,49,,,,,,,,,,,,,,,,,My age in years is,48,Female,Caucasian/White,,,,call the gym,,,,,turn invisible,slash the tires,call the park rangers,,persuade Maria to wait for her father,call the fire brigade,buy half of the tickets himself,hold on to the original flight route,,
12/23/24 16:54,12/23/24 17:00,IP Address,100,394,TRUE,12/23/24 17:00,,,,,anonymous,EN,,,,,,,,,,,,,51,65,51,47,,,,,,,,,,,,,,,,,66,50,99,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,18,68,12,33,82,100,71,,,,,94,35,57,27,,,,,,,,,,,,,0,31,100,35,,,,,59,50,50,51,,,,,,,,,,,,,,,,,0,29,39,40,My age in years is,43,Female,Caucasian/White,,,,wait at her car in case her friend is looking for her,,,huddle to conserve energy,,,,hide behind some bushes,give Todd her water,kidnap Maria,,ask people to donate the remaining money,turn the plane around,,take the kids to the restaurant
12/23/24 16:51,12/23/24 17:00,IP Address,100,538,TRUE,12/23/24 17:00,,,,,anonymous,EN,,,,,,,,,,,,,61,75,94,95,,,,,28,13,19,30,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,80,75,93,93,,,,,,,,,10,16,28,31,,,,,,,,,,,,,,,,,93,81,100,100,19,49,83,90,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,My age in years is,40,Male,Caucasian/White,,,,text her friend to wait for her,bribe the security,serve engine fuel to the passengers,,,refuse to drive her,,make loud noises,,try to buy Maria candy at a store nearby,slide some dog treats underneath the door,rob a bank,,,
12/23/24 16:56,12/23/24 17:00,IP Address,100,237,TRUE,12/23/24 17:00,,,,,anonymous,EN,,,,,,,,,84,75,100,85,,,,,3,7,100,22,,,,,,,,,100,100,100,100,,,,,,,,,96,90,100,93,,,,,,,,,,,,,,,,,88,87,100,13,,,,,,,,,,,,,2,2,1,2,,,,,,,,,2,2,50,3,,,,,,,,,1,2,74,6,,,,,,,,,,,,,,,,,,,,,,,,,My age in years is,58,Female,Caucasian/White,,,,call the gym,give her ticket to Ted,request supplies to be airdropped,,keep an eye on him,,pour water on the car to cool it,,yell at Todd for getting stuck,,call the fire brigade,buy half of the tickets himself,,,
12/23/24 16:51,12/23/24 17:00,IP Address,100,549,TRUE,12/23/24 17:00,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,100,100,100,,,,,0,10,0,0,,,,,45,63,96,58,,,,,,,,,,,,,,,,,100,100,100,100,,,,,2,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,2,96,2,1,,,,,0,0,53,5,,,,,,,,,7,9,14,17,,,,,My age in years is,23,Male,Caucasian/White,,,,,,request supplies to be airdropped,throw away all of the food,stare intently and try to read his mind,,,hide behind some bushes,saw Todd's arm off,,,sell his wedding ring to earn the remaining amount,call his mum,,agree to babysit Ben's kids and be late to the dinner
12/23/24 16:56,12/23/24 17:00,IP Address,100,265,TRUE,12/23/24 17:00,,,,,anonymous,EN,,,,,0,100,0,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,35,81,94,,,,,92,100,100,87,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,100,86,100,88,,,,,0,44,0,57,,,,,9,85,100,55,,,,,,,,,,,,,100,100,100,100,,,,,,,,,My age in years is,23,Male,Caucasian/White,,,steal a passing driver's car,,,,,make cat noises at him until he leaves,call her a cab,call emergency services,,,grab Maria and hold her,find other people to help him ram the door,buy half of the tickets himself,,talk to witnesses,
12/23/24 16:55,12/23/24 17:00,IP Address,100,322,TRUE,12/23/24 17:00,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,8,0,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,81,100,100,100,,,,,0,0,0,0,,,,,,,,,,,,,,,,,81,71,85,86,,,,,100,100,100,100,,,,,,,,,0,0,37,39,My age in years is,31,Female,Black/African,,,,,,,boost morale with a three-legged race,,steal whatever she has on her,light a fire under the car,,give Todd her water,kidnap Maria,,,just start to descend and hope to land on water,identify the location in the building where the fire started,agree to babysit Ben's kids and be late to the dinner
12/23/24 16:57,12/23/24 17:01,IP Address,100,203,TRUE,12/23/24 17:01,,,,,anonymous,EN,,,,,72,77,76,90,12,29,12,21,,,,,21,23,70,15,,,,,,,,,,,,,,,,,0,0,0,0,,,,,69,81,71,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,58,50,51,,,,,,,,,,,,,,,,,74,70,81,73,38,57,73,66,,,,,,,,,,,,,My age in years is,32,Male,Caucasian/White,,,call a taxi,steal the wallet of someone else,try to dress up as venue staff,,throw away all of the food,wave to the parents,,,,,,break a window and climb into the house,,just start to descend and hope to land on water,identify faults or malfunctions,
12/23/24 16:54,12/23/24 17:01,IP Address,100,412,TRUE,12/23/24 17:01,,,,,anonymous,EN,,,,,,,,,100,85,100,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,49,19,0,,,,,81,80,100,50,,,,,75,65,50,50,,,,,,,,,,,,,,,,,100,100,100,77,23,5,66,0,,,,,0,23,0,0,,,,,8,19,50,49,,,,,,,,,,,,,,,,,,,,,My age in years is,69,Male,Caucasian/White,,,,wait at her car in case her friend is looking for her,,,,,take her to his house but no further,pour water on the car to cool it,hide behind some bushes,,call others for help,call a locksmith,lie to people that the tickets are for a charity event for children in need,call his mum,,
12/23/24 16:57,12/23/24 17:01,IP Address,100,213,TRUE,12/23/24 17:01,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,0,40,0,0,,,,,40,5,0,0,100,100,100,100,,,,,,,,,18,0,0,0,0,50,50,50,,,,,,,,,,,,,0,0,50,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,My age in years is,45,Female,Caucasian/White,,,,,,request supplies to be airdropped,,,steal whatever she has on her,light a fire under the car,make loud noises,saw Todd's arm off,try to buy Maria candy at a store nearby,,sell his wedding ring to earn the remaining amount,,,tie the kids up in their room and join the dinner
12/23/24 16:55,12/23/24 17:01,IP Address,100,360,TRUE,12/23/24 17:01,,,,,anonymous,EN,31,22,17,49,,,,,,,,,,,,,,,,,10,3,5,6,,,,,,,,,,,,,20,10,5,7,,,,,12,16,16,62,4,3,3,2,,,,,,,,,,,,,,,,,38,50,49,69,,,,,,,,,,,,,84,71,79,84,29,30,46,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,My age in years is,62,Male,Caucasian/White,,Now the survey was very interesting,call a taxi,,try to dress up as venue staff,,boost morale with a three-legged race,call the police,steal whatever she has on her,,hide behind some bushes,,grab Maria and hold her,slide some dog treats underneath the door,,,,
12/23/24 16:57,12/23/24 17:01,IP Address,100,260,TRUE,12/23/24 17:01,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,0,49,0,0,,,,,0,0,0,0,,,,,100,100,100,100,,,,,0,0,51,0,,,,,,,,,0,50,82,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,90,54,72,,,,,,,,,93,100,100,51,,,,,,,,,0,51,0,0,,,,,,,,,Prefer not to say,,Male,Asian,,,,,pretend that they are family members of the band to get into the venue,serve engine fuel to the passengers,attempt to search for a water source,stare intently and try to read his mind,,check that the doors are locked,,,,call the family to tell them he can't dogsit anymore,,send an emergency call,just conclude that it's the restaurant owner's own fault,
12/23/24 16:57,12/23/24 17:01,IP Address,100,263,TRUE,12/23/24 17:01,,,,,anonymous,EN,10,26,27,0,,,,,,,,,100,90,91,72,,,,,10,30,16,14,60,52,61,61,,,,,,,,,,,,,,,,,,,,,16,49,100,100,,,,,,,,,,,,,45,23,51,42,,,,,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,0,47,89,32,,,,,,,,,,,,,,,,,,,,,,,,,My age in years is,36,Male,Caucasian/White,,,demand that the airline delays the flight,text her friend to wait for her,try to dress up as venue staff,organize a few fishing crews to go out on their own,,,turn invisible,,start to dance,hike until she finds cell service,,,offer a free drink for everyone who buys a ticket,,,
12/23/24 16:56,12/23/24 17:01,IP Address,100,327,TRUE,12/23/24 17:01,,,,,anonymous,EN,19,9,37,0,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,23,61,11,,,,,0,19,45,1,,,,,,,,,100,100,100,100,,,,,,,,,0,14,1,0,,,,,,,,,,,,,,,,,,,,,100,100,100,100,0,1,16,2,,,,,My age in years is,28,Male,Asian,,,try to convince a passing driver to trade cars,create a fake membership pass with an editing tool on her phone,,,,,,call emergency services,make loud noises,,persuade Maria to wait for her father,find other people to help him ram the door,,,identify the location in the building where the fire started,agree to babysit Ben's kids and be late to the dinner
12/23/24 16:56,12/23/24 17:01,IP Address,100,308,TRUE,12/23/24 17:01,,,,,anonymous,EN,,,,,93,93,97,98,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,83,23,23,4,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,14,7,0,0,,,,,93,92,92,94,30,13,7,13,,,,,My age in years is,77,Female,Caucasian/White,,,reschedule for a later flight,,,,boost morale with a three-legged race,,turn invisible,,start to dance,,persuade Maria to wait for her father,,,set the plane on autopilot and jump off with a parachute,identify faults or malfunctions,agree to babysit Ben's kids and be late to the dinner
12/23/24 16:52,12/23/24 17:01,IP Address,100,560,TRUE,12/23/24 17:01,,,,,anonymous,EN,,,,,51,51,73,75,,,,,,,,,,,,,,,,,0,1,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,15,26,78,78,,,,,,,,,,,,,,,,,38,51,100,92,98,92,100,100,,,,,17,42,79,57,,,,,,,,,,,,,,,,,,,,,0,7,1,2,,,,,,,,,,,,,My age in years is,38,Female,Caucasian/White,,,reschedule for a later flight,,,sell all the food to the highest bidder,throw away all of the food,,,call emergency services,,give Todd her water,call others for help,call a locksmith,,,just conclude that it's the restaurant owner's own fault,
12/23/24 16:56,12/23/24 17:02,IP Address,100,342,TRUE,12/23/24 17:02,,,,,anonymous,EN,,,,,,,,,,,,,,,,,25,40,20,21,,,,,,,,,14,23,16,15,12,20,8,8,,,,,,,,,30,38,49,40,4,10,29,6,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,19,,,,,,,,,,,,,,,,,0,4,2,0,,,,,,,,,39,50,75,48,,,,,,,,,,,,,,,,,My age in years is,36,Female,Caucasian/White,,,,,pretend that they are family members of the band to get into the venue,throw disobedient passengers off the boat,steal all of the food and water,tackle him and hold him down,yell in gibberish until she leaves,,,yell at Todd for getting stuck,,,rob a bank,hold on to the original flight route,,
12/23/24 16:52,12/23/24 17:02,IP Address,100,574,TRUE,12/23/24 17:02,,,,,anonymous,EN,0,0,50,0,,,,,,,,,,,,,39,40,70,70,,,,,0,9,0,0,,,,,,,,,,,,,,,,,,,,,0,0,51,0,,,,,,,,,65,56,100,56,4,81,100,100,,,,,,,,,,,,,0,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,76,71,71,My age in years is,37,Male,Caucasian/White,,,try to convince a passing driver to trade cars,,try to buy a ticket off another person,sell all the food to the highest bidder,,,yell in gibberish until she leaves,pour water on the car to cool it,use a loud whistle,,kidnap Maria,,,,,agree to babysit Ben's kids and be late to the dinner
12/23/24 16:54,12/23/24 17:02,IP Address,100,475,TRUE,12/23/24 17:02,,,,,anonymous,EN,0,50,0,0,,,,,,,,,,,,,0,51,100,68,,,,,0,0,0,0,,,,,,,,,10,100,100,100,,,,,0,50,100,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,100,100,99,,,,,0,50,0,0,My age in years is,64,Male,Caucasian/White,,,steal a passing driver's car,,give her ticket to Ted,serve engine fuel to the passengers,try to find enough dry wood to start a fire,wave to the parents,,,,get her arm stuck in solidarity,,,,,check through surveillance footage,tie the kids up in their room and join the dinner
12/23/24 16:54,12/23/24 17:02,IP Address,100,443,TRUE,12/23/24 17:02,,,,,anonymous,EN,,,,,,,,,50,91,75,100,,,,,,,,,50,51,84,52,,,,,,,,,,,,,80,93,83,97,,,,,,,,,,,,,,,,,,,,,,,,,6,19,11,5,,,,,0,0,0,0,,,,,,,,,,,,,,,,,9,81,6,49,0,5,0,0,,,,,,,,,7,19,4,19,,,,,,,,,,,,,,,,,My age in years is,32,Non-binary,Caucasian/White,,,,text her friend to wait for her,try to buy a ticket off another person,,huddle to conserve energy,,,,start to dance,saw Todd's arm off,,call the family to tell them he can't dogsit anymore,rob a bank,set the plane on autopilot and jump off with a parachute,,
12/23/24 16:56,12/23/24 17:02,IP Address,100,357,TRUE,12/23/24 17:02,,,,,anonymous,EN,,,,,,,,,,,,,100,0,0,0,,,,,,,,,100,19,100,5,,,,,100,60,100,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,,,,,,,,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,100,91,100,6,,,,,100,0,0,0,,,,,100,28,60,8,,,,,My age in years is,61,Female,Caucasian/White,,,,create a fake membership pass with an editing tool on her phone,,organize a few fishing crews to go out on their own,attempt to search for a water source,,,,hide behind some bushes,get her arm stuck in solidarity,,,,just start to descend and hope to land on water,just conclude that it's the restaurant owner's own fault,take the kids to the restaurant
12/23/24 16:53,12/23/24 17:02,IP Address,100,527,TRUE,12/23/24 17:02,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,72,93,62,,,,,72,65,72,56,,,,,,,,,,,,,,,,,73,92,90,86,90,83,87,100,,,,,99,77,96,90,,,,,,,,,82,81,89,96,,,,,,,,,80,71,85,79,,,,,,,,,,,,,,,,,81,85,92,97,,,,,,,,,My age in years is,56,Female,Black/African,,no issues,,,,,try to find enough dry wood to start a fire,tackle him and hold him down,,check that the doors are locked,call the park rangers,give Todd her water,try to buy Maria candy at a store nearby,,ask people to donate the remaining money,,identify the location in the building where the fire started,
12/23/24 16:55,12/23/24 17:02,IP Address,100,434,TRUE,12/23/24 17:02,,,,,anonymous,EN,,,,,0,1,0,1,,,,,,,,,0,3,1,1,,,,,,,,,,,,,,,,,53,59,82,63,,,,,,,,,42,12,47,40,,,,,0,0,0,2,,,,,,,,,93,97,100,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,52,64,59,,,,,9,14,52,24,,,,,My age in years is,36,Female,Black/African,,,steal a passing driver's car,,try to dress up as venue staff,,attempt to search for a water source,,turn invisible,slash the tires,call the park rangers,,,,,,check for ignition devices,ask her boyfriend to postpone the dinner to next week
12/23/24 16:53,12/23/24 17:02,IP Address,100,554,TRUE,12/23/24 17:02,,,,,anonymous,EN,,,,,,,,,98,100,100,100,,,,,,,,,,,,,,,,,,,,,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,20,7,3,53,56,61,45,,,,,61,49,43,17,,,,,,,,,,,,,8,7,6,3,,,,,,,,,43,15,40,7,,,,,,,,,,,,,3,4,2,2,My age in years is,52,Male,Asian,,Hi. Interesting survey! Thank you for letting me contribute. I'm grateful. Good luck - cheers!,,text her friend to wait for her,,,attempt to search for a water source,,,,use a loud whistle,leave Todd to save herself,kidnap Maria,,lie to people that the tickets are for a charity event for children in need,hold on to the original flight route,,tie the kids up in their room and join the dinner
12/23/24 16:57,12/23/24 17:02,IP Address,100,287,TRUE,12/23/24 17:02,,,,,anonymous,EN,,,,,93,100,100,100,,,,,,,,,87,100,92,99,,,,,,,,,,,,,100,100,100,100,,,,,,,,,100,0,100,91,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,,,,,100,100,100,100,,,,,,,,,,,,,,,,,,,,,100,100,100,100,,,,,,,,,73,61,0,0,,,,,,,,,My age in years is,32,Female,Multiethnic,,,reschedule for a later flight,,bribe the security,,try to find enough dry wood to start a fire,keep an eye on him,,,,give Todd her water,call others for help,,,send an emergency call,check for ignition devices,
12/23/24 16:43,12/23/24 17:02,IP Address,100,1172,TRUE,12/23/24 17:02,,,,,anonymous,EN,,,,,0,81,0,0,,,,,0,38,0,0,71,91,76,84,,,,,,,,,40,71,50,50,,,,,,,,,,,,,0,6,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,80,80,62,29,,,,,,,,,,,,,My age in years is,50,Male,Black/African,,,demand that the airline delays the flight,send an Uber driver to pick up her wallet and ID,try to buy a ticket off another person,ration their food,,call the police,,,start to dance,,,,,call his mum,identify the location in the building where the fire started,
12/23/24 16:58,12/23/24 17:02,IP Address,100,259,TRUE,12/23/24 17:02,,,,,anonymous,EN,,,,,,,,,15,13,75,12,,,,,,,,,0,3,2,1,0,1,0,0,,,,,82,87,94,88,,,,,,,,,26,84,55,53,,,,,,,,,,,,,4,7,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,85,30,,,,,,,,,100,100,100,100,,,,,,,,,,,,,My age in years is,33,Male,Caucasian/White,,,,call the gym,try to dress up as venue staff,sell all the food to the highest bidder,huddle to conserve energy,call the police,,slash the tires,,,,,buy half of the tickets himself,,check through surveillance footage,
12/23/24 16:45,12/23/24 17:03,IP Address,100,1038,TRUE,12/23/24 17:03,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,87,30,94,93,,,,,,,,,,,,,,,,,,,,,,,,,9,49,98,64,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,0,0,19,20,84,76,,,,,100,97,100,100,,,,,,,,,0,20,0,0,My age in years is,59,Female,Black/African,,No comments.  Thanks.,,,,organize a few fishing crews to go out on their own,,,call her a cab,slash the tires,start to dance,,,,lie to people that the tickets are for a charity event for children in need,call his mum,talk to witnesses,lie to her boyfriend that she forgot about the dinner and has made alternative plans
12/23/24 16:47,12/23/24 17:03,IP Address,100,946,TRUE,12/23/24 17:03,,,,,anonymous,EN,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,71,81,81,93,61,70,88,83,,,,,,,,,,,,,,,,,,,,,0,0,0,8,,,,,,,,,,,,,92,81,71,91,,,,,,,,,,,,,,,,,,,,,,,,,0,18,3,30,,,,,,,,,,,,,100,100,100,100,,,,,8,92,51,10,My age in years is,37,Male,Black/African,,,steal a passing driver's car,,,organize a few fishing crews to go out on their own,attempt to search for a water source,,,check that the doors are locked,,leave Todd to save herself,,,sell his wedding ring to earn the remaining amount,,identify the location in the building where the fire started,ask her boyfriend to help her babysit
12/23/24 16:58,12/23/24 17:03,IP Address,100,271,TRUE,12/23/24 17:03,,,,,anonymous,EN,,,,,,,,,9,50,90,81,,,,,,,,,,,,,,,,,,,,,0,0,49,0,,,,,,,,,,,,,,,,,,,,,0,9,10,9,,,,,,,,,61,71,100,99,,,,,,,,,,,,,52,82,97,94,,,,,,,,,,,,,0,10,10,11,,,,,,,,,70,91,96,94,,,,,,,,,0,19,20,19,My age in years is,30,Male,Caucasian/White,,,,wait at her car in case her friend is looking for her,,,boost morale with a three-legged race,,,slash the tires,use a loud whistle,,tell the man to leave,,lie to people that the tickets are for a charity event for children in need,,check for ignition devices,lie to her boyfriend that she forgot about the dinner and has made alternative plans
12/23/24 16:56,12/23/24 17:03,IP Address,100,416,TRUE,12/23/24 17:03,,,,,anonymous,EN,,,,,,,,,,,,,0,8,50,12,,,,,0,0,0,0,,,,,100,100,100,99,,,,,,,,,,,,,0,20,27,10,,,,,,,,,100,100,100,100,,,,,,,,,,,,,0,18,0,2,,,,,,,,,,,,,19,30,21,22,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,My age in years is,57,Female,Caucasian/White,,No issues,,send an Uber driver to pick up her wallet and ID,try to dress up as venue staff,ration their food,,call the police,,check that the doors are locked,,leave Todd to save herself,,break a window and climb into the house,rob a bank,,,
12/23/24 16:55,12/23/24 17:03,IP Address,100,481,TRUE,12/23/24 17:03,,,,,anonymous,EN,,,,,0,9,81,0,0,40,100,80,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,,30,50,78,66,,,,,,,,,,,,,,,,,0,19,7,8,,,,,0,0,0,0,,,,,,,,,,,,,100,100,100,100,,,,,,,,,,,,,My age in years is,62,Female,Caucasian/White,,,try to convince a passing driver to trade cars,send an Uber driver to pick up her wallet and ID,,serve engine fuel to the passengers,,stare intently and try to read his mind,,,make loud noises,,,break a window and climb into the house,rob a bank,,check through surveillance footage,
12/23/24 16:59,12/23/24 17:03,IP Address,100,252,TRUE,12/23/24 17:03,,,,,anonymous,EN,,,,,,,,,51,50,100,81,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,10,72,28,,,,,50,50,100,100,,,,,,,,,,,,,,,,,,,,,0,29,100,50,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,My age in years is,27,Male,Caucasian/White,,,,call the gym,,sell all the food to the highest bidder,,,yell in gibberish until she leaves,pour water on the car to cool it,pretend to be dead,,,slide some dog treats underneath the door,rob a bank,,,lie to her boyfriend that she forgot about the dinner and has made alternative plans
